step,Energy,Magnet,acc,J
1,0.00268,-0.0011,1e-05,1
100001,-0.45436,-0.0016,0.60363,1
200001,-0.574644,-0.00606,0.44787,1.00001
300001,-0.626856,-0.01138,0.38152,1.00003
400001,-0.653753,-0.0158,0.35049,1.00005
500001,-0.672942,-0.01266,0.32759,1.00003
600001,-0.682922,-0.004,0.31731,1
700001,-0.688683,-0.00458,0.31377,1
800001,-0.69384,-0.00046,0.3087,1
900001,-0.694443,0.0044,0.30411,1
1000001,-0.697727,0.00704,0.30698,1.00001
1100001,-0.696293,0.00952,0.30362,1.00002
1200001,-0.698282,0.00372,0.30212,1
1300001,-0.69996,0.0007,0.29971,1
1400001,-0.701721,0.00256,0.29851,1
1500001,-0.702801,0.00244,0.29546,1
1600001,-0.703449,0.00802,0.29775,1.00001
1700001,-0.70225,0.0083,0.29524,1.00001
1800001,-0.703499,0.01168,0.29533,1.00003
1900001,-0.703583,0.01274,0.29705,1.00003
2000001,-0.702429,0.01442,0.29496,1.00004
2100001,-0.703201,0.017,0.29699,1.00006
2200001,-0.703861,0.01218,0.29701,1.00003
2300001,-0.704227,0.01374,0.29502,1.00004
2400001,-0.703237,0.01626,0.2977,1.00005
2500001,-0.699886,0.0182,0.29779,1.00007
2600001,-0.703745,0.0133,0.29881,1.00004
2700001,-0.704534,0.01958,0.29546,1.00008
2800001,-0.703026,0.02164,0.29277,1.00009
2900001,-0.702692,0.03062,0.29941,1.00019
3000001,-0.70578,0.02666,0.29438,1.00014
3100001,-0.702272,0.02828,0.29419,1.00016
3200001,-0.703337,0.03116,0.29172,1.00019
3300001,-0.70272,0.0337,0.29287,1.00023
3400001,-0.705795,0.03716,0.29205,1.00028
3500001,-0.707611,0.03858,0.29185,1.0003
3600001,-0.705185,0.03994,0.29224,1.00032
3700001,-0.705587,0.03642,0.29388,1.00027
3800001,-0.704757,0.04434,0.29426,1.00039
3900001,-0.705658,0.04898,0.29252,1.00048
4000001,-0.705657,0.0489,0.29482,1.00048
4100001,-0.706808,0.05102,0.2878,1.00052
4200001,-0.705922,0.05336,0.29393,1.00057
4300001,-0.705333,0.0541,0.29137,1.00059
4400001,-0.706019,0.06178,0.29114,1.00076
4500001,-0.706874,0.06908,0.28927,1.00095
4600001,-0.706104,0.07262,0.29039,1.00105
4700001,-0.704822,0.07824,0.29127,1.00122
4800001,-0.707687,0.0774,0.29312,1.0012
4900001,-0.703404,0.0811,0.29165,1.00132
5000001,-0.705993,0.07866,0.29036,1.00124
5100001,-0.707451,0.07576,0.28809,1.00115
5200001,-0.707887,0.07556,0.29112,1.00114
5300001,-0.70789,0.08618,0.28971,1.00149
5400001,-0.708664,0.08506,0.28684,1.00145
5500001,-0.70722,0.0914,0.29187,1.00167
5600001,-0.70631,0.09638,0.28777,1.00186
5700001,-0.707188,0.10058,0.2901,1.00202
5800001,-0.70796,0.10094,0.29038,1.00204
5900001,-0.709549,0.1046,0.28729,1.00219
6000001,-0.710241,0.11274,0.28537,1.00254
6100001,-0.711058,0.1107,0.2843,1.00245
6200001,-0.708752,0.1175,0.28572,1.00276
6300001,-0.706529,0.1206,0.28579,1.00291
6400001,-0.709011,0.12952,0.28784,1.00336
6500001,-0.710387,0.13624,0.28318,1.00371
6600001,-0.714955,0.14008,0.28006,1.00392
6700001,-0.714795,0.14698,0.27955,1.00432
6800001,-0.713149,0.15542,0.2799,1.00483
6900001,-0.713372,0.15772,0.27997,1.00498
7000001,-0.714074,0.1608,0.27894,1.00517
7100001,-0.712691,0.16568,0.27952,1.00549
7200001,-0.717817,0.16942,0.27799,1.00574
7300001,-0.716703,0.1746,0.27649,1.0061
7400001,-0.717224,0.17934,0.27703,1.00643
7500001,-0.718052,0.18596,0.27543,1.00692
7600001,-0.718838,0.19594,0.27413,1.00768
7700001,-0.716543,0.2038,0.27321,1.00831
7800001,-0.720797,0.20618,0.27407,1.0085
7900001,-0.716158,0.21562,0.27736,1.0093
8000001,-0.719345,0.22712,0.27321,1.01032
8100001,-0.721971,0.23446,0.27275,1.01099
8200001,-0.726877,0.24174,0.26678,1.01169
8300001,-0.728401,0.24842,0.26646,1.01234
8400001,-0.725476,0.25614,0.27014,1.01312
8500001,-0.728869,0.26518,0.26674,1.01406
8600001,-0.729839,0.27506,0.2637,1.01513
8700001,-0.734452,0.27892,0.25881,1.01556
8800001,-0.733768,0.29134,0.26043,1.01698
8900001,-0.737128,0.3025,0.26004,1.0183
9000001,-0.739276,0.31288,0.25445,1.01958
9100001,-0.74801,0.32602,0.25075,1.02126
9200001,-0.751241,0.34066,0.24722,1.02321
9300001,-0.752884,0.3492,0.24857,1.02439
9400001,-0.755111,0.36148,0.24234,1.02613
9500001,-0.7585,0.37566,0.24117,1.02822
9600001,-0.760789,0.38432,0.24221,1.02954
9700001,-0.765376,0.40038,0.23717,1.03206
9800001,-0.771067,0.41426,0.23254,1.03432
9900001,-0.775742,0.42902,0.2287,1.03681
10000001,-0.780321,0.43616,0.22477,1.03805
10100001,-0.781739,0.4487,0.22251,1.04027
10200001,-0.788086,0.45976,0.22217,1.04228
10300001,-0.796321,0.47542,0.21753,1.0452
10400001,-0.804298,0.49586,0.21262,1.04918
10500001,-0.812193,0.51048,0.20493,1.05212
10600001,-0.817283,0.52852,0.19944,1.05587
10700001,-0.824692,0.54004,0.1972,1.05833
10800001,-0.829748,0.55694,0.19449,1.06204
10900001,-0.839113,0.57634,0.18654,1.06643
11000001,-0.851107,0.59358,0.18008,1.07047
11100001,-0.859337,0.61294,0.17388,1.07514
11200001,-0.866054,0.63108,0.17137,1.07965
11300001,-0.876024,0.64756,0.16648,1.08387
11400001,-0.890129,0.67098,0.15839,1.09004
11500001,-0.902633,0.68902,0.15156,1.09495
11600001,-0.910668,0.70598,0.146,1.09968
11700001,-0.92221,0.72118,0.1389,1.10402
11800001,-0.931335,0.73572,0.13461,1.10826
11900001,-0.944702,0.75458,0.12757,1.11388
12000001,-0.954661,0.76752,0.12367,1.11782
12100001,-0.961182,0.7793,0.11865,1.12146
12200001,-0.970045,0.79264,0.11183,1.12566
12300001,-0.985972,0.80808,0.10728,1.1306
12400001,-0.992603,0.8204,0.101,1.13461
12500001,-1.00137,0.83074,0.09883,1.13803
12600001,-1.00521,0.83806,0.09396,1.14047
12700001,-1.01579,0.84688,0.09037,1.14344
12800001,-1.02551,0.85716,0.0861,1.14694
12900001,-1.02901,0.86348,0.08402,1.14912
13000001,-1.03534,0.86816,0.08218,1.15074
13100001,-1.03641,0.87112,0.0775,1.15177
13200001,-1.04059,0.87852,0.08,1.15436
13300001,-1.0446,0.88214,0.07607,1.15563
13400001,-1.0503,0.88692,0.07359,1.15733
13500001,-1.05856,0.89512,0.06976,1.16025
13600001,-1.06186,0.89924,0.06664,1.16173
13700001,-1.06324,0.90102,0.06729,1.16237
13800001,-1.06482,0.9027,0.06562,1.16297
13900001,-1.0651,0.90426,0.06496,1.16354
14000001,-1.06806,0.90532,0.06433,1.16392
14100001,-1.07144,0.90818,0.06375,1.16496
14200001,-1.06895,0.90714,0.06276,1.16458
14300001,-1.06912,0.9064,0.06453,1.16431
14400001,-1.07114,0.90898,0.06121,1.16525
14500001,-1.07231,0.90982,0.06264,1.16555
14600001,-1.0774,0.91496,0.06073,1.16743
14700001,-1.07851,0.91506,0.06023,1.16747
14800001,-1.07789,0.91502,0.05954,1.16745
14900001,-1.08157,0.91804,0.05939,1.16856
15000001,-1.07951,0.91652,0.05874,1.168
15100001,-1.07747,0.91476,0.06004,1.16736
15200001,-1.07684,0.91344,0.06044,1.16687
15300001,-1.08,0.9145,0.06015,1.16726
15400001,-1.07687,0.91352,0.05925,1.1669
15500001,-1.07522,0.91252,0.0598,1.16654
15600001,-1.07571,0.91356,0.06162,1.16692
15700001,-1.07569,0.91406,0.06099,1.1671
15800001,-1.07843,0.91526,0.06006,1.16754
15900001,-1.08037,0.91684,0.05935,1.16812
16000001,-1.07831,0.916,0.05958,1.16781
16100001,-1.07812,0.91722,0.05865,1.16826
16200001,-1.08148,0.92024,0.05811,1.16937
16300001,-1.08261,0.91998,0.05867,1.16927
16400001,-1.08437,0.9231,0.05818,1.17042
16500001,-1.08109,0.91924,0.05649,1.169
16600001,-1.0812,0.91984,0.05736,1.16922
16700001,-1.08122,0.91866,0.05803,1.16879
16800001,-1.08496,0.92058,0.05744,1.16949
16900001,-1.08618,0.92086,0.05658,1.1696
17000001,-1.08488,0.91882,0.05738,1.16885
17100001,-1.08299,0.91946,0.05804,1.16908
17200001,-1.08534,0.92072,0.05709,1.16955
17300001,-1.08603,0.9218,0.05728,1.16994
17400001,-1.08587,0.9224,0.0556,1.17016
17500001,-1.08232,0.92064,0.05586,1.16952
17600001,-1.08121,0.91904,0.05806,1.16893
17700001,-1.07984,0.91872,0.05762,1.16881
17800001,-1.08149,0.92,0.05812,1.16928
17900001,-1.07961,0.9179,0.05747,1.16851
18000001,-1.08262,0.91932,0.05983,1.16903
18100001,-1.08268,0.91952,0.05716,1.1691
18200001,-1.07852,0.9144,0.05818,1.16723
18300001,-1.07823,0.91576,0.06128,1.16772
18400001,-1.0793,0.9159,0.06009,1.16777
18500001,-1.08106,0.91804,0.05845,1.16856
18600001,-1.08268,0.92006,0.05815,1.1693
18700001,-1.0787,0.91632,0.05831,1.16793
18800001,-1.07861,0.91784,0.0592,1.16849
18900001,-1.07914,0.9186,0.05912,1.16877
19000001,-1.07782,0.91538,0.05977,1.16758
19100001,-1.07777,0.91716,0.06069,1.16824
19200001,-1.0811,0.91844,0.05902,1.16871
19300001,-1.08205,0.9193,0.05749,1.16902
19400001,-1.08086,0.92006,0.05736,1.1693
19500001,-1.08305,0.92032,0.05873,1.1694
19600001,-1.08259,0.92034,0.05733,1.16941
19700001,-1.08215,0.91932,0.05827,1.16903
19800001,-1.0807,0.9185,0.05821,1.16873
19900001,-1.0812,0.91736,0.05889,1.16831
20000001,-1.07999,0.9182,0.05844,1.16862
20100001,-1.08032,0.91848,0.05844,1.16872
20200001,-1.07889,0.91758,0.06037,1.16839
20300001,-1.08015,0.91772,0.05927,1.16844
20400001,-1.07747,0.91654,0.05915,1.16801
20500001,-1.07893,0.91728,0.06045,1.16828
20600001,-1.08109,0.91772,0.0604,1.16844
20700001,-1.07865,0.91838,0.06007,1.16868
20800001,-1.07673,0.9163,0.05968,1.16792
20900001,-1.07654,0.91532,0.05929,1.16756
21000001,-1.07731,0.9151,0.05971,1.16748
21100001,-1.07774,0.91446,0.05986,1.16725
21200001,-1.07788,0.91334,0.05912,1.16684
21300001,-1.08033,0.91548,0.05893,1.16762
21400001,-1.08013,0.91642,0.05939,1.16797
21500001,-1.07904,0.91636,0.05761,1.16794
21600001,-1.083,0.91936,0.05856,1.16904
21700001,-1.08393,0.91976,0.05774,1.16919
21800001,-1.0819,0.9186,0.05754,1.16877
21900001,-1.07899,0.91622,0.05779,1.16789
22000001,-1.07986,0.91686,0.05964,1.16813
22100001,-1.07876,0.91608,0.05749,1.16784
22200001,-1.0753,0.9147,0.05977,1.16734
22300001,-1.0758,0.91508,0.06229,1.16747
22400001,-1.07658,0.91474,0.06081,1.16735
22500001,-1.07837,0.91466,0.05942,1.16732
22600001,-1.07749,0.91538,0.06026,1.16758
22700001,-1.0786,0.91562,0.06026,1.16767
22800001,-1.07928,0.9157,0.0601,1.1677
22900001,-1.07733,0.91544,0.06005,1.16761
23000001,-1.07628,0.9144,0.06056,1.16723
